neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
West Ridge,41.99749,-87.68842,Entire home/apt,85,1,2,362
Near South Side,41.854132414568994,-87.62529491939713,Entire home/apt,317,2,2,360
Woodlawn,41.77621070794764,-87.59877510093821,Entire home/apt,66,32,0,344
Logan Square,41.91436839591402,-87.70631736331863,Private room,45,2,0,173
Lake View,41.94096,-87.64162,Entire home/apt,89,32,0,55
Mckinley Park,41.82376342714044,-87.67221742031595,Entire home/apt,72,1,2,23
Montclare,41.93326,-87.80583,Entire home/apt,159,1,0,166
Avondale,41.94141464862786,-87.7047191767559,Entire home/apt,122,3,3,190
Edgewater,41.99678682284241,-87.66100784657773,Entire home/apt,85,2,9,40
Near South Side,41.85572167242693,-87.62490829798273,Entire home/apt,253,2,2,339
Near South Side,41.85359039124619,-87.6251076479329,Entire home/apt,256,2,0,334
Near North Side,41.8913478,-87.6373584,Entire home/apt,140,32,0,365
Rogers Park,42.011868,-87.666904,Entire home/apt,73,2,8,348
Bridgeport,41.834969,-87.657402,Entire home/apt,104,2,4,68
Loop,41.88606917346787,-87.62588227896386,Entire home/apt,100,32,0,234
Lake View,41.94183276431334,-87.64124664020738,Entire home/apt,97,2,2,220
Grand Boulevard,41.8219346328227,-87.62290288531833,Entire home/apt,140,2,1,85
Loop,41.8869919,-87.6250007,Entire home/apt,212,32,0,364
Douglas,41.84096447121417,-87.61721863447252,Entire home/apt,75,32,0,356
North Center,41.9451990972299,-87.67913571176786,Entire home/apt,100,1,0,39
Edgewater,41.99726,-87.671561,Entire home/apt,178,32,0,358
Armour Square,41.855537,-87.63207,Entire home/apt,329,1,1,80
West Town,41.90081250292474,-87.68473422230069,Entire home/apt,117,2,2,60
Washington Park,41.7873789149802,-87.62131938061118,Entire home/apt,140,32,0,364
Dunning,41.95369086824209,-87.79444610324263,Private room,45,32,0,364
Lake View,41.9501804,-87.6541232,Entire home/apt,211,3,0,324
East Garfield Park,41.876567,-87.691795,Private room,100,1,0,365
Uptown,41.966839,-87.668056,Entire home/apt,123,2,2,162
Logan Square,41.92092838716331,-87.7163925519685,Entire home/apt,61,32,0,331
West Town,41.899645285823865,-87.70594889983555,Entire home/apt,127,2,2,64
West Town,41.89553,-87.65685,Entire home/apt,78,32,0,322
Belmont Cragin,41.926555,-87.7651301,Entire home/apt,100,2,0,37
Loop,41.87032603664044,-87.6320287564457,Entire home/apt,309,3,0,326
Washington Park,41.78785807162668,-87.61756596646418,Entire home/apt,92,1,0,314
Washington Park,41.78620813952836,-87.617854491316,Entire home/apt,100,2,2,265
Lincoln Park,41.92846,-87.66367,Entire home/apt,328,2,0,177
Lincoln Park,41.91487120469287,-87.63825032819345,Entire home/apt,157,1,0,358
Loop,41.88408,-87.63545,Entire home/apt,159,1,0,284
West Town,41.896397,-87.656066,Entire home/apt,87,32,0,314
Near North Side,41.89208230391346,-87.62225919536904,Entire home/apt,163,1,9,127
Near North Side,41.89259331025781,-87.6221421686148,Entire home/apt,173,1,5,126
Mckinley Park,41.83422,-87.68357,Private room,57,1,1,282
Mckinley Park,41.83461447898152,-87.68331851647712,Shared room,50,1,2,323
Lower West Side,41.856879465329214,-87.64203591830339,Entire home/apt,177,2,2,140
East Garfield Park,41.88593581071956,-87.70564380512968,Private room,65,3,0,353
Near North Side,41.89050271928895,-87.62794434806764,Entire home/apt,169,1,3,297
Lower West Side,41.85716596711897,-87.66959857309472,Private room,45,32,0,364
West Garfield Park,41.88182,-87.72946,Entire home/apt,160,3,0,82
Oakland,41.81944351934216,-87.60565276476127,Entire home/apt,175,1,0,357
West Town,41.8964343,-87.6560163,Entire home/apt,90,32,0,323
West Town,41.8955129195992,-87.65513799183498,Entire home/apt,78,32,0,281
West Town,41.89746909268562,-87.65505435880604,Entire home/apt,76,32,0,335
West Town,41.89725372855344,-87.65694533966379,Entire home/apt,75,32,0,325
South Lawndale,41.84663759584124,-87.70475228655046,Entire home/apt,110,2,0,364
Near South Side,41.853692882271126,-87.62387371628246,Entire home/apt,253,2,5,336
Lincoln Square,41.98055148014843,-87.6929242222808,Entire home/apt,93,1,5,180
Armour Square,41.84073350023009,-87.63292887237074,Private room,30,1,6,303
Armour Square,41.84972499191549,-87.63411544640506,Private room,39,1,2,265
Loop,41.88810512436849,-87.62549888905747,Entire home/apt,170,32,0,365
West Ridge,41.99956881863508,-87.68755398657488,Entire home/apt,95,2,1,134
Avondale,41.93866,-87.70076,Entire home/apt,106,1,0,360
Edgewater,41.99726,-87.671561,Entire home/apt,169,32,0,345
Lake View,41.941982,-87.6520537,Entire home/apt,115,2,6,69
Logan Square,41.919377,-87.712291,Entire home/apt,127,32,0,267
Near South Side,41.85513949217949,-87.62320546011995,Entire home/apt,250,2,5,278
Near South Side,41.85385944200372,-87.62337958063515,Entire home/apt,250,2,2,349
Near South Side,41.855776871944826,-87.6247870601119,Entire home/apt,257,2,1,347
Near South Side,41.8600888494985,-87.62459891534424,Entire home/apt,142,2,3,47
Near South Side,41.854216121315375,-87.62517933775051,Entire home/apt,253,2,2,356
Near West Side,41.87228349102826,-87.68892718550882,Private room,39,32,0,134
South Shore,41.7627,-87.57873,Private room,54,1,0,347
Logan Square,41.9235382,-87.7005389,Private room,41,2,2,349
Logan Square,41.9235382,-87.7005389,Private room,45,2,2,352
Lincoln Park,41.9265655,-87.64294799999999,Entire home/apt,70,1,1,304
Albany Park,41.97073640169662,-87.71231729598726,Private room,69,1,0,10
West Town,41.906040658974206,-87.67185546826302,Entire home/apt,350,1,0,33
Lake View,41.9551851,-87.6694237,Entire home/apt,83,1,2,11
West Town,41.89461069074988,-87.6531997103856,Entire home/apt,152,2,4,313
Near South Side,41.8540350919974,-87.62746889583454,Entire home/apt,278,2,6,348
Grand Boulevard,41.81911336828042,-87.61262331233846,Entire home/apt,107,1,1,313
Edgewater,41.98364851860476,-87.6695704150993,Entire home/apt,94,32,0,95
Edgewater,41.99726,-87.671561,Entire home/apt,167,32,0,302
Edgewater,41.99726,-87.671561,Entire home/apt,149,32,0,353
Edgewater,41.99726,-87.671561,Entire home/apt,120,32,0,365
Lower West Side,41.85759819412041,-87.64075587463729,Private room,137,2,0,167
Near North Side,41.89898538055322,-87.62817499626908,Entire home/apt,158,2,2,339
Fuller Park,41.79994019592641,-87.63236702483833,Private room,24,2,1,316
Hyde Park,41.79293818779418,-87.59317271902827,Entire home/apt,99,2,0,346
Lake View,41.94938,-87.67061,Entire home/apt,196,2,2,348
Mckinley Park,41.83112623534508,-87.67300779517166,Private room,40,1,1,360
Lincoln Park,41.92298649541856,-87.6472429934039,Entire home/apt,106,1,5,351
Grand Boulevard,41.8076039,-87.6215567,Entire home/apt,109,32,0,138
Near West Side,41.86892,-87.68625,Entire home/apt,97,2,5,348
Uptown,41.9676036491658,-87.65893714703908,Private room,70,5,0,291
Near West Side,41.8882948,-87.6462779,Private room,300,32,0,352
Near West Side,41.8882948,-87.6462779,Private room,300,32,0,352
Near West Side,41.8882948,-87.6462779,Private room,350,32,0,352
Near West Side,41.8882948,-87.6462779,Private room,300,32,0,352
West Town,41.893436705907824,-87.66282413001953,Entire home/apt,128,2,1,364
Woodlawn,41.781399426035165,-87.60068167507012,Entire home/apt,125,3,0,250
Dunning,41.94974931299036,-87.82795109453852,Entire home/apt,85,2,6,297
West Town,41.89638636524845,-87.67214559603347,Entire home/apt,122,1,4,348
Near North Side,41.91022944089645,-87.6315938496409,Entire home/apt,178,32,0,296
Near South Side,41.85452242558065,-87.6252166569237,Entire home/apt,309,2,0,337
Lincoln Square,41.961489,-87.690488,Entire home/apt,85,32,0,140
Near West Side,41.8882948,-87.6462779,Private room,300,32,0,352
Near West Side,41.8882948,-87.6462779,Private room,350,32,0,352
Mckinley Park,41.83278794128039,-87.68346105465358,Private room,40,1,2,329
Portage Park,41.9626656,-87.7559615,Entire home/apt,89,2,0,155
Portage Park,41.9626656,-87.7559615,Entire home/apt,81,2,0,177
Loop,41.88678711192357,-87.62006152421236,Entire home/apt,142,32,0,365
Douglas,41.832539,-87.6215368,Entire home/apt,200,3,0,141
West Town,41.90139148444796,-87.69063719269016,Entire home/apt,89,1,0,336
Loop,41.8869919,-87.6250007,Entire home/apt,110,32,0,331
Loop,41.8869919,-87.6250007,Entire home/apt,137,32,0,333
Portage Park,41.94246,-87.7496,Entire home/apt,76,2,5,302
Near North Side,41.8902931846538,-87.62080686153315,Entire home/apt,102,32,0,365
Near West Side,41.8882948,-87.6462779,Private room,350,32,0,352
Edgewater,41.98500294950732,-87.6709829576721,Entire home/apt,107,5,1,72
West Town,41.88888372813557,-87.64534201528757,Private room,350,32,0,352
Near North Side,41.89038583786272,-87.6222905489737,Entire home/apt,189,32,0,330
Near North Side,41.89779792702074,-87.63158929900578,Entire home/apt,101,32,0,344
Logan Square,41.923640093696704,-87.70648925324969,Entire home/apt,91,2,1,9
Loop,41.88540882301161,-87.62790300382814,Private room,192,1,10,65
Uptown,41.97613659330588,-87.66383284072266,Entire home/apt,169,2,0,63
Brighton Park,41.8200998,-87.7033093,Entire home/apt,62,2,2,62
South Shore,41.76181,-87.57899,Private room,56,1,0,170
South Shore,41.76338291295534,-87.57758526821769,Entire home/apt,150,1,2,345
Near West Side,41.88018789917844,-87.68058676463679,Private room,53,32,0,78
Douglas,41.82778,-87.617747,Entire home/apt,100,32,0,90
Washington Park,41.791259332021056,-87.62173082884556,Entire home/apt,149,1,5,166
Austin,41.87721919405855,-87.7624155729835,Entire home/apt,97,1,0,316
Woodlawn,41.78354607201247,-87.61042752412796,Entire home/apt,122,4,1,4
South Shore,41.76381,-87.57841,Private room,43,1,0,232
Near West Side,41.880964223056175,-87.68082218706401,Entire home/apt,168,1,1,365
Lake View,41.94874066931642,-87.66300642034116,Entire home/apt,83,1,1,11
Edgewater,41.9872176912416,-87.66645871163941,Entire home/apt,40,32,0,52
Loop,41.88654838816896,-87.6258285198723,Entire home/apt,110,32,0,365
Loop,41.88739409085701,-87.62387872419228,Entire home/apt,99,32,0,365
Near North Side,41.89716953498158,-87.6332754949635,Entire home/apt,99,32,0,365
West Town,41.89219157192623,-87.66103244626667,Entire home/apt,128,2,1,361
Dunning,41.94873594426482,-87.82810612319594,Entire home/apt,80,2,1,326
Edgewater,41.9937216,-87.6600059,Entire home/apt,145,32,0,351
Humboldt Park,41.91328795369321,-87.71230763622425,Entire home/apt,87,1,0,239
Edgewater,41.995759755723135,-87.6706316947757,Entire home/apt,73,2,0,63
Portage Park,41.960915489688944,-87.75371289562459,Private room,60,2,1,363
Near West Side,41.88218838338972,-87.68171704932064,Entire home/apt,164,2,3,357
Mckinley Park,41.83085039246881,-87.6711536068986,Private room,42,1,1,365
East Garfield Park,41.88600211749608,-87.70569260724702,Private room,52,3,0,344
East Garfield Park,41.88451146147257,-87.7069805100656,Private room,49,3,0,344
East Garfield Park,41.88461274007662,-87.70764014467748,Private room,44,3,0,346
East Garfield Park,41.88683148171242,-87.70586897006149,Private room,57,3,0,330
East Garfield Park,41.884636407143454,-87.7070841658966,Private room,49,3,0,344
East Garfield Park,41.88644,-87.70599,Private room,48,3,0,317
Humboldt Park,41.91290973957,-87.72000541422409,Entire home/apt,320,3,0,363
Bridgeport,41.8459732,-87.65593609999999,Entire home/apt,72,32,0,160
Bridgeport,41.84001079999999,-87.6487989,Entire home/apt,77,32,0,90
Loop,41.8676695,-87.62611919999999,Entire home/apt,106,1,0,42
Near West Side,41.88168480896319,-87.68171421730744,Entire home/apt,172,2,3,351
Near West Side,41.888106425570896,-87.64170751693744,Entire home/apt,151,32,0,285
Logan Square,41.92466612996791,-87.7264017671416,Private room,55,1,0,358
Near South Side,41.864851742294135,-87.62907072540625,Entire home/apt,175,2,7,33
Near West Side,41.88421419946332,-87.66342360055083,Entire home/apt,104,32,0,322
Near North Side,41.90607998059411,-87.64241970890347,Private room,100,1,2,50
Irving Park,41.95051672759176,-87.7078315929533,Entire home/apt,72,1,0,180
Mckinley Park,41.83085739120244,-87.67090423440688,Private room,34,1,1,363
Mckinley Park,41.833093884230685,-87.6728090057338,Private room,42,1,0,339
Lincoln Park,41.91728325711395,-87.63684753953524,Entire home/apt,151,1,0,358
Near North Side,41.89770421835735,-87.62807754661618,Entire home/apt,61,1,1,151
Near North Side,41.89154036694634,-87.61648923513584,Entire home/apt,159,32,0,292
Near North Side,41.891240119212256,-87.61814319170347,Entire home/apt,219,32,0,292
Woodlawn,41.77458932398466,-87.61117443947033,Private room,39,1,0,355
Near West Side,41.883439956248864,-87.67830297807446,Private room,50,1,0,353
Near West Side,41.882075740330905,-87.67897735245306,Private room,50,1,1,322
Near West Side,41.88353253028373,-87.67775897229566,Private room,64,1,0,362
Near North Side,41.89855326926041,-87.62609936378217,Entire home/apt,82,32,0,175
Lincoln Park,41.92815014628205,-87.66280037641282,Entire home/apt,228,2,1,332
Lake View,41.93859220954732,-87.66908996466067,Entire home/apt,98,1,2,165
Lower West Side,41.84856724236657,-87.68482914407566,Private room,40,5,0,346
Near North Side,41.89914725310135,-87.62799214449251,Entire home/apt,72,1,2,146
Belmont Cragin,41.93847254562017,-87.77183692967924,Entire home/apt,129,2,1,157
Near North Side,41.89302899852741,-87.6201879661569,Entire home/apt,127,32,0,121
Near North Side,41.89306534212151,-87.62022816733288,Entire home/apt,179,32,0,243
Woodlawn,41.7747388,-87.60183479999999,Entire home/apt,99,1,0,350
Belmont Cragin,41.9215553,-87.7447439,Entire home/apt,75,2,0,164
Loop,41.88528449308195,-87.62435037766848,Entire home/apt,135,32,0,271
Lower West Side,41.8498,-87.68286,Private room,45,5,0,0
South Deering,41.7144981,-87.56428629999999,Entire home/apt,162,32,0,365
Near North Side,41.89286,-87.61652,Entire home/apt,136,32,0,365
East Garfield Park,41.88448,-87.70636,Entire home/apt,106,3,5,338
Uptown,41.96538737035296,-87.66785639212175,Entire home/apt,121,2,0,20
South Lawndale,41.85080675212578,-87.70077384349628,Entire home/apt,70,3,0,359
South Lawndale,41.84997911948926,-87.70072908128022,Entire home/apt,45,3,0,6
South Shore,41.765533854455306,-87.57714852639378,Entire home/apt,90,1,2,156
Grand Boulevard,41.82011361064159,-87.61278264194422,Entire home/apt,269,1,0,155
Loop,41.88687545860923,-87.62554969621017,Entire home/apt,111,32,0,365
Lincoln Square,41.97932244604406,-87.69095922880192,Entire home/apt,98,3,2,300
Near North Side,41.895415077678685,-87.62958700005585,Entire home/apt,119,32,0,352
Near North Side,41.897270783477126,-87.62984623059099,Entire home/apt,189,32,0,358
Near North Side,41.891018050204586,-87.63698770924087,Entire home/apt,188,32,0,267
Lake View,41.95656054565615,-87.66802479377142,Entire home/apt,250,1,0,162
Near North Side,41.89129996167937,-87.63651267619676,Entire home/apt,199,32,0,322
Loop,41.88391401385845,-87.62950744358005,Private room,192,1,5,52
Uptown,41.96541114225972,-87.66576779780529,Entire home/apt,114,2,0,21
Lower West Side,41.848598332031486,-87.68323974064687,Private room,47,5,0,0
Irving Park,41.94933,-87.71478,Entire home/apt,196,2,1,181
Near North Side,41.896489622749975,-87.63315965171938,Entire home/apt,139,32,0,273
Near North Side,41.89444540073696,-87.63461382074283,Entire home/apt,88,32,0,331
Edgewater,41.97964287392527,-87.67338149328916,Entire home/apt,145,2,0,235
South Shore,41.7598223,-87.57957259999999,Shared room,68,1,0,365
West Town,41.896848,-87.66411939999999,Entire home/apt,123,2,2,177
Albany Park,41.96141377112773,-87.71171024641913,Entire home/apt,90,3,0,319
Edgewater,41.97936020795047,-87.66041406712979,Entire home/apt,66,1,1,173
West Town,41.9105093,-87.68182999999999,Entire home/apt,275,1,0,234
Lake View,41.94568807447288,-87.65805001630567,Private room,35,90,0,365
East Garfield Park,41.88256807066823,-87.70342080988573,Entire home/apt,145,2,0,256
Avalon Park,41.74192,-87.5763,Entire home/apt,67,2,0,355
Lower West Side,41.85837767037656,-87.66007172484487,Private room,50,1,0,359
West Englewood,41.78577629999999,-87.6677831,Entire home/apt,99,1,1,75
South Chicago,41.7477577474585,-87.54787800152613,Private room,23,1,0,359
West Town,41.89642660851316,-87.67453068390698,Entire home/apt,75,1,0,306
Avondale,41.93400438698307,-87.69590682999718,Entire home/apt,67,2,1,254
Logan Square,41.93168275414173,-87.71673093844244,Entire home/apt,120,2,2,256
Mckinley Park,41.83388216039869,-87.68326882198461,Private room,50,1,1,298
Loop,41.87301,-87.62656,Entire home/apt,256,3,1,48
Near West Side,41.88593016448496,-87.66382377009214,Entire home/apt,179,32,0,320
Uptown,41.96991,-87.67076,Entire home/apt,250,1,0,350
Lake View,41.94704,-87.64622,Entire home/apt,90,32,0,260
Woodlawn,41.77590966351402,-87.61284369966182,Private room,40,1,0,357
Loop,41.88699943697145,-87.61912553680403,Entire home/apt,116,32,0,365
Lincoln Square,41.97128016994215,-87.70191137291074,Entire home/apt,158,32,0,293
West Town,41.90621594994806,-87.66459912645453,Entire home/apt,84,5,0,154
Woodlawn,41.77545,-87.61319,Private room,32,1,0,351
West Town,41.89411,-87.66326,Private room,42,7,0,10
Avondale,41.9350714,-87.7159068,Entire home/apt,351,3,0,250
Loop,41.88706,-87.61919,Entire home/apt,170,32,0,365
Near North Side,41.897812983021765,-87.63273082511066,Entire home/apt,114,32,0,365
Loop,41.88798,-87.6261,Entire home/apt,101,32,0,365
Washington Park,41.78522900000001,-87.6241739,Entire home/apt,128,45,0,179
Logan Square,41.9184266,-87.7124331,Entire home/apt,158,2,0,165
Washington Park,41.78522900000001,-87.6241739,Entire home/apt,136,45,0,179
Auburn Gresham,41.73492469999999,-87.64010194051795,Entire home/apt,175,45,0,179
Grand Boulevard,41.82214024988581,-87.60925862623962,Private room,31,2,0,177
Grand Boulevard,41.82226200941463,-87.60977052762733,Entire home/apt,32,2,0,171
Norwood Park,41.99014001667965,-87.78514850834921,Entire home/apt,106,1,1,361
Hegewisch,41.65851989999999,-87.5461816,Entire home/apt,124,21,0,352
South Shore,41.75657385759949,-87.58314590244814,Private room,19,2,0,151
South Shore,41.754449374677726,-87.58490524042591,Private room,17,2,1,165
Oakland,41.82346542762683,-87.60626148947884,Entire home/apt,119,2,0,355
Loop,41.87263410927552,-87.62598004507339,Entire home/apt,240,2,1,56
Edgewater,41.99683524975879,-87.65928296877854,Entire home/apt,123,2,2,28
Douglas,41.83263,-87.62167,Entire home/apt,131,2,0,345
Washington Heights,41.72179573184061,-87.65990308720104,Entire home/apt,219,1,0,360
West Ridge,41.9975616,-87.7053494,Entire home/apt,87,1,3,273
West Pullman,41.66418669999999,-87.6236495,Entire home/apt,135,3,0,365
Near North Side,41.8919196,-87.6290468,Entire home/apt,150,4,1,294
Logan Square,41.9290524,-87.6945362,Entire home/apt,98,3,2,351
Near South Side,41.86427800920217,-87.62276897090875,Entire home/apt,165,6,0,133
Near South Side,41.86454499522825,-87.62470977968914,Entire home/apt,161,6,0,124
